Object ID,Land Area (Square Meters),ALANDHIST,Water Area (Square Meters),AWATERHIST,ZIP Code Tabulation Area FIPS Class Code,EFFDATE,ESTABDATE,Functional Status,Geographic Identifier,Legal/Statistical Area Description Code,MAF/TIGER Feature Class Code,Base Name,Name,OID,Vintage,Zip Code Tabulation Area Code,Decennial Housing Count,Decennial Population Count (100%),Centroid Longitude,Centroid Latitude,Internal Point Longitude,Internal Point Latitude,STGEOMETRY_AREA,STGEOMETRY_LEN,Shape__Area,Shape__Length
1348,5193603,5193603,2120,2120,B5,,,S,94118,Z5,G6350,94118,ZCTA5 94118,221704258476629,70,94118,19007,42356,-122.4617617,+37.7801410,-122.4615303,+37.7801459,8331444.73455482,18213.2945071661,0.000531382089320687,0.150916744222574
1349,240518305,240518305,325754,325754,B5,,,S,96069,Z5,G6350,96069,ZCTA5 96069,221704258477877,70,96069,532,1052,-122.0234818,+40.6822865,-122.0160690,+40.6853355,419233742.391792,152852.191236274,0.0256551728889463,1.23090128191361
1350,66781004,66781004,202325,202325,B5,,,S,96071,Z5,G6350,96071,ZCTA5 96071,221704258477878,70,96071,201,127,-121.4527342,+40.6813383,-121.4572689,+40.6944740,116593544.81721,66504.1123292984,0.00713509273009549,0.513258001321962
1351,28790638,28790638,0,0,B5,,,S,92020,Z5,G6350,92020,ZCTA5 92020,221704258474045,70,92020,21286,60454,-116.9697540,+32.7956047,-116.9697540,+32.7956047,40857686.4691939,47993.9714947015,0.00277156389961419,0.397533832697426
1352,201692264,201690507,1797136,1797136,B5,,,S,91901,Z5,G6350,91901,ZCTA5 91901,221704258473780,70,91901,6695,17688,-116.7192831,+32.8146706,-116.7269693,+32.8136236,288901020.266069,124172.531708955,0.0195932705364612,1.03428452559988
1353,21362094,21347436,131091,131091,B5,,,S,92010,Z5,G6350,92010,ZCTA5 92010,221704258474011,70,92010,7404,18887,-117.2842364,+33.1567527,-117.2814268,+33.1653815,30749758.6268384,33630.5654844552,0.00207738383551259,0.281863274362801
1354,50517032,50517032,0,0,B5,,,S,95717,Z5,G6350,95717,ZCTA5 95717,221704258477595,70,95717,115,243,-120.8426891,+39.1425937,-120.8426891,+39.1425937,84097826.7361241,85159.8515713468,0.00526341192107793,0.676515082494466
1355,178363014,178363014,0,0,B5,,,S,92060,Z5,G6350,92060,ZCTA5 92060,221704258474258,70,92060,243,288,-116.8644434,+33.3503760,-116.8644434,+33.3503760,256302965.474872,105193.337613955,0.0172769102800885,0.878718009524454
1356,168298649,168298649,399030,399030,B5,,,S,95668,Z5,G6350,95668,ZCTA5 95668,221704258477528,70,95668,318,872,-121.4937654,+38.8270387,-121.4951816,+38.8275549,278365956.092528,103887.054463465,0.017499848119769,0.812895733663816
1357,273216571,273216571,87982,87982,B5,,,S,91935,Z5,G6350,91935,ZCTA5 91935,221704258473883,70,91935,3139,8841,-116.7872082,+32.7021281,-116.7755144,+32.6943442,387049583.123487,134320.005155029,0.0262829036385028,1.11813151257019
1358,92108427,92108427,2049819,2049819,B5,,,S,92672,Z5,G6350,92672,ZCTA5 92672,221704258475800,70,92672,17810,41067,-117.5422411,+33.3832392,-117.5209627,+33.3729358,135404061.639256,112651.269644609,0.0091238931506723,0.933613880208797
1359,57132566,57132566,0,0,B5,,,S,92066,Z5,G6350,92066,ZCTA5 92066,221704258474296,70,92066,190,330,-116.5358340,+33.2154121,-116.5358340,+33.2154121,81846515.9934069,53412.5358306242,0.00552566289138667,0.445854982028154
1360,22992794,22992794,68707,68707,B5,,,S,95703,Z5,G6350,95703,ZCTA5 95703,221704258477587,70,95703,833,1943,-120.9863809,+38.9915739,-120.9877751,+38.9890274,38228896.8427378,51156.3431847917,0.00239774827787187,0.402376989798792
1361,598865,598865,0,0,B5,,,S,95736,Z5,G6350,95736,ZCTA5 95736,221704258477605,70,95736,81,339,-120.9774935,+39.0391217,-120.9774935,+39.0391217,994055.9389193,5047.0366733375,6.23061150690774E-05,0.0387612277276891
1362,82246128,82246128,77805,77805,B5,,,S,95614,Z5,G6350,95614,ZCTA5 95614,221704258477458,70,95614,1697,3891,-120.9889776,+38.8864682,-120.9796991,+38.8862376,136066986.351628,66009.9574097344,0.00854689271045572,0.528114552775212
1363,403521636,403521636,1108300,1108300,B5,,,S,95720,Z5,G6350,95720,ZCTA5 95720,221704258477596,70,95720,353,133,-120.2601380,+38.8452464,-120.2512666,+38.8509368,668018140.5948,289270.728645605,0.0419849592503851,2.33188310283482
1364,107711426,107711426,6228621,6228621,B5,,,S,95762,Z5,G6350,95762,ZCTA5 95762,221704258477624,70,95762,17098,47354,-121.0575104,+38.6769319,-121.0647269,+38.6836885,187228614.508433,97796.754575769,0.0117951555826039,0.767957998314947
1365,28407495,28436052,0,0,B5,,,S,92508,Z5,G6350,92508,ZCTA5 92508,221704258475593,70,92508,10379,35415,-117.3282568,+33.8903893,-117.3282568,+33.8903893,41330749.8042583,49249.1740073493,0.00276862602800065,0.401565301880961
1366,1508043,1508043,817817,817817,B5,,,S,94158,Z5,G6350,94158,ZCTA5 94158,221704258476656,70,94158,5207,11327,-122.3883974,+37.7729090,-122.3883839,+37.7725343,3728830.81464023,9199.77862707323,0.000237849063978501,0.0730077464428085
1367,85993727,85993727,32420,32420,B5,,,S,96121,Z5,G6350,96121,ZCTA5 96121,221704258477940,70,96121,172,334,-120.3765728,+40.1693806,-120.3800422,+40.1643933,147495443.403743,71327.5185025887,0.00909514123713961,0.575284070033435
1368,98291152,98291152,2016247,2016247,B5,,,S,95962,Z5,G6350,95962,ZCTA5 95962,221704258477748,70,95962,668,1316,-121.2687710,+39.3266524,-121.2725490,+39.3234046,167857406.668383,90224.9017541807,0.0104781244053811,0.706086735514611
1369,170327991,170325380,552216,552216,B5,,,S,92555,Z5,G6350,92555,ZCTA5 92555,221704258475640,70,92555,11879,43580,-117.1086289,+33.9132994,-117.1137654,+33.9109957,248750205.513591,127307.439009792,0.0166585686752114,1.04550476201787
1370,148209041,148209042,1994678,1994678,B5,,,S,95692,Z5,G6350,95692,ZCTA5 95692,221704258477572,70,95692,1830,4975,-121.4047757,+39.0469930,-121.4098044,+39.0430660,249378752.662756,100276.92425597,0.0156289887859202,0.808083770694184
1371,57122661,57122632,7243869,7243898,B5,,,S,92651,Z5,G6350,92651,ZCTA5 92651,221704258475766,70,92651,13493,24096,-117.7745644,+33.5607534,-117.7728894,+33.5714801,92938565.7853667,64927.8882940263,0.00624963912855492,0.529404095858499
1372,274702630,274629908,39213,39213,B5,,,S,92549,Z5,G6350,92549,ZCTA5 92549,221704258475628,70,92549,4010,4234,-116.7121183,+33.8088359,-116.6792727,+33.8038178,398974011.544164,147659.674662247,0.0267516025965051,1.21736518247201
1373,131952257,131838263,371292,371292,B5,,,S,92264,Z5,G6350,92264,ZCTA5 92264,221704258475092,70,92264,17223,19254,-116.5053760,+33.7356141,-116.4971072,+33.7128919,191832274.762426,116425.382810219,0.0128735374071312,0.944576856739599
1374,442403182,442292720,2188019,2274561,B5,,,S,92544,Z5,G6350,92544,ZCTA5 92544,221704258475618,70,92544,17149,50007,-116.8603070,+33.6457809,-116.8816279,+33.6459340,643199610.35649,185094.108854942,0.0432091717509593,1.52230120632636
1375,30242142,30242142,0,0,B5,,,S,92230,Z5,G6350,92230,ZCTA5 92230,221704258474875,70,92230,921,2650,-116.7687818,+33.9087853,-116.7687818,+33.9087853,44018894.9793122,47336.8231617271,0.00294806098577283,0.402371008067628
1376,49551494,49580088,0,0,B5,,,S,92543,Z5,G6350,92543,ZCTA5 92543,221704258475609,70,92543,15235,39323,-116.9791613,+33.6986453,-116.9791613,+33.6986453,71774486.8442812,73068.2926058208,0.00481874184833941,0.593942379933267
1377,3564133,3564133,0,0,B5,,,S,90029,Z5,G6350,90029,ZCTA5 90029,221704258469102,70,90029,14552,34695,-118.2946307,+34.0898749,-118.2946307,+34.0898749,5209728.07091971,11475.1242580142,0.000348166216554091,0.0971076139627732
1378,58341730,58341730,351351,351351,B5,,,S,94533,Z5,G6350,94533,ZCTA5 94533,221704258476724,70,94533,25945,77380,-122.0069498,+38.2813168,-122.0063799,+38.2807448,95401285.0656635,64307.6621343783,0.00604323411380392,0.521266055895289
1379,124522911,124522911,754153,754153,B5,,,S,95465,Z5,G6350,95465,ZCTA5 95465,221704258477328,70,95465,1105,1959,-123.0196365,+38.4055579,-123.0460122,+38.4173423,204322618.189484,83920.1035993023,0.012920720828788,0.672456907535082
1380,20746448,20746448,693234,693234,B5,,,S,94592,Z5,G6350,94592,ZCTA5 94592,221704258476835,70,94592,393,1082,-122.3115590,+38.1199789,-122.2854178,+38.0909980,34695776.0000667,66706.3579507079,0.00220269366218417,0.552764729570263
1381,275032304,275032304,20893298,20893298,B5,,,S,94585,Z5,G6350,94585,ZCTA5 94585,221704258476822,70,94585,9599,29764,-121.9422083,+38.1906311,-121.9382694,+38.1918321,479817154.360017,203067.698891822,0.0304321345470271,1.62960003430854
1382,115401950,115401950,703521,703521,B5,,,S,95687,Z5,G6350,95687,ZCTA5 95687,221704258477560,70,95687,24043,69837,-121.9176045,+38.3344251,-121.9201507,+38.3331329,188995230.575907,100251.61741883,0.0119632145228934,0.808493540770278
1383,57516671,57516671,91320,91320,B5,,,S,94512,Z5,G6350,94512,ZCTA5 94512,221704258476694,70,94512,44,86,-121.8379347,+38.1262898,-121.8217361,+38.1311499,93242907.4738956,59250.2502288074,0.00591910097682558,0.473853441527714
1384,1114110,1114110,0,0,B5,,,S,90067,Z5,G6350,90067,ZCTA5 90067,221704258470121,70,90067,2724,3344,-118.4136903,+34.0564373,-118.4136903,+34.0564373,1627227.8678941,6165.51674372076,0.000108790627109556,0.0502398792982793
1385,14927682,14927682,38612,38612,B5,,,S,91206,Z5,G6350,91206,ZCTA5 91206,221704258472667,70,91206,13858,33252,-118.2130514,+34.1607382,-118.2137690,+34.1603591,21912718.7574904,31625.1184148922,0.00146320020917301,0.262393601774509
1386,12549277,12549277,0,0,B5,,,S,94950,Z5,G6350,94950,ZCTA5 94950,221704258476924,70,94950,29,60,-122.7617342,+38.0211609,-122.7617342,+38.0211609,20254172.8105759,27006.2823178611,0.0012875942879873,0.218129214488527
1387,541829,541829,0,0,B5,,,S,91371,Z5,G6350,91371,ZCTA5 91371,221704258473015,70,91371,1,14,-118.5760882,+34.1850148,-118.5760882,+34.1850148,793764.53228568,3481.92083189837,5.29875997017371E-05,0.0290571970575994
1388,13515581,13515581,0,0,B5,,,S,94595,Z5,G6350,94595,ZCTA5 94595,221704258476836,70,94595,10464,17716,-122.0689708,+37.8720872,-122.0689708,+37.8720872,21726113.2298302,23840.4187509143,0.00138397273303781,0.188155754008754
1389,53389836,53389836,31195,31195,B5,,,S,94598,Z5,G6350,94598,ZCTA5 94598,221704258476843,70,94598,10694,26826,-121.9827999,+37.8923856,-122.0149174,+37.9169161,85920498.7434099,73670.3483648226,0.00547170283516607,0.599522074719774
1390,38787875,38787875,1010338,1010338,B5,,,S,91773,Z5,G6350,91773,ZCTA5 91773,221704258473637,70,91773,12911,34592,-117.8092825,+34.1072148,-117.8087522,+34.1074851,58197011.4297111,61453.2253193185,0.00388850870967872,0.507644983848215
1391,10684278,10684278,3901,3901,B5,,,S,91722,Z5,G6350,91722,ZCTA5 91722,221704258473305,70,91722,10985,36111,-117.9061859,+34.0972915,-117.9067071,+34.0973329,15625697.9931098,30761.5958853765,0.00104417402326362,0.255919376511364
1392,168430816,168430816,3343647,3343647,B5,,,S,91702,Z5,G6350,91702,ZCTA5 91702,221704258473247,70,91702,18127,62328,-117.8262034,+34.2412675,-117.8000901,+34.2815249,251978324.065725,121432.887440825,0.0168095148412704,0.992677656757936
1393,17688008,17688008,11462,11462,B5,,,S,94564,Z5,G6350,94564,ZCTA5 94564,221704258476788,70,94564,7107,19024,-122.2701749,+37.9889900,-122.2724989,+37.9905553,28541487.1429642,42892.6919956982,0.00181522862021666,0.352763076926166
1394,159631940,159631923,8464682,8464682,B5,,,S,94553,Z5,G6350,94553,ZCTA5 94553,221704258476773,70,94553,20121,49756,-122.1537044,+37.9799534,-122.1571085,+37.9782987,271000419.891583,136716.733095053,0.017237654595192,1.10475297417339
1395,9421092,9421093,0,0,B5,,,S,94602,Z5,G6350,94602,ZCTA5 94602,221704258476846,70,94602,12561,29702,-122.2042292,+37.8052351,-122.2042292,+37.8052351,15117081.6171441,28837.2879016833,0.000963844734087616,0.231825923901267
1396,3330135,3330135,0,0,B5,,,S,94569,Z5,G6350,94569,ZCTA5 94569,221704258476801,70,94569,114,210,-122.1919429,+38.0440915,-122.1919429,+38.0440915,5378064.98425303,15715.4373457209,0.000341786130320543,0.126214208617325
1397,8625006,8625007,31248,31248,B5,,,S,94708,Z5,G6350,94708,ZCTA5 94708,221704258476877,70,94708,5029,11553,-122.2619321,+37.9027221,-122.2619400,+37.9030665,13926299.2266648,24656.5401674784,0.000886748584434827,0.197338834083123
1398,25568241,25568075,83710,83710,B5,,,S,94520,Z5,G6350,94520,ZCTA5 94520,221704258476707,70,94520,13943,38383,-122.0352456,+37.9934888,-122.0352507,+37.9930277,41370431.7274674,67982.7676034792,0.00263098428149533,0.537415977865437
1399,11215508,11215507,0,0,B5,,,S,94530,Z5,G6350,94530,ZCTA5 94530,221704258476718,70,94530,11169,26360,-122.3006348,+37.9207416,-122.3006348,+37.9207416,18052400.4642342,27917.8677944949,0.00114919407315028,0.224167517577422
1400,84795806,84795806,1026771,1026771,B5,,,S,94588,Z5,G6350,94588,ZCTA5 94588,221704258476829,70,94588,13365,36398,-121.8818333,+37.7379318,-121.8628073,+37.7926484,137462907.066587,118198.361518539,0.00877241354646685,0.95408038492361
1401,8757325,8757325,0,0,B5,,,S,94705,Z5,G6350,94705,ZCTA5 94705,221704258476874,70,94705,6347,13591,-122.2383838,+37.8652048,-122.2383838,+37.8652048,14074676.0398217,27952.088388291,0.000896653079962562,0.227107837428612
1402,5984491,5984491,220815,220815,B5,,,S,94548,Z5,G6350,94548,ZCTA5 94548,221704258476756,70,94548,156,420,-121.6526318,+37.9748074,-121.6514409,+37.9742947,10002612.173003,16407.8299028745,0.000636285854398011,0.140023692145934
1403,51997358,51997359,117972,117972,B5,,,S,94560,Z5,G6350,94560,ZCTA5 94560,221704258476784,70,94560,15372,47533,-122.0252150,+37.5076987,-122.0319104,+37.5042533,82962286.4919469,59739.7188509528,0.00531080075870705,0.483960708443617
1404,42720489,42720489,0,0,B5,,,S,94568,Z5,G6350,94568,ZCTA5 94568,221704258476800,70,94568,24427,72590,-121.9011406,+37.7159657,-121.9011406,+37.7159657,68385309.4470946,47476.5931481287,0.00436541978069727,0.403165837357205
1405,35885289,35885289,8136,8136,B5,,,S,94555,Z5,G6350,94555,ZCTA5 94555,221704258476774,70,94555,11792,36887,-122.0802649,+37.5510539,-122.0982196,+37.5475942,57204595.5301153,54129.2693864485,0.003659805395273,0.433949768255123
1406,42843746,42843747,253509,253509,B5,,,S,94538,Z5,G6350,94538,ZCTA5 94538,221704258476736,70,94538,22698,66424,-121.9636489,+37.5065604,-121.9567530,+37.5013676,68604377.3284061,55115.410688248,0.0043917513426095,0.434154725891003
1407,11012497,11012497,8026,8026,B5,,,S,95119,Z5,G6350,95119,ZCTA5 95119,221704258477022,70,95119,3292,10050,-121.7908435,+37.2275881,-121.7886819,+37.2269709,17414136.5937061,28511.3932388883,0.00111892973745853,0.231962914971093
1408,6625815,6625815,908602,908602,B5,,,S,92625,Z5,G6350,92625,ZCTA5 92625,221704258475732,70,92625,6698,12017,-117.8661859,+33.6010756,-117.8642535,+33.6019660,10888978.7370137,22007.9580037355,0.000731885756295014,0.181217198258628
1409,41991717,41989059,20661,20661,B5,,,S,92201,Z5,G6350,92201,ZCTA5 92201,221704258474774,70,92201,24548,66989,-116.2350186,+33.7080588,-116.2369675,+33.7094532,60867370.2506883,40460.4279507512,0.00408602195693675,0.335941498918956
1410,1339073970,1339073970,33472,33472,B5,,,S,92239,Z5,G6350,92239,ZCTA5 92239,221704258474916,70,92239,205,292,-115.2441976,+33.8742660,-115.2169301,+33.7680642,1947583948.78184,414909.891691989,0.130487041061315,3.47531920212313
1411,8523401,8523401,3485536,3485536,B5,,,S,92663,Z5,G6350,92663,ZCTA5 92663,221704258475794,70,92663,11825,20812,-117.9324196,+33.6221180,-117.9287666,+33.6252036,17364220.3674648,23894.7278842247,0.00116682797647627,0.196884537990307
1412,1679631,1679631,3132323,3132323,B5,,,S,92661,Z5,G6350,92661,ZCTA5 92661,221704258475785,70,92661,2480,3457,-117.9015946,+33.5998001,-117.9126723,+33.6035935,6954535.63602392,16134.1871561517,0.00046744723726988,0.136946029799837
1413,16553487,16553487,0,0,B5,,,S,94014,Z5,G6350,94014,ZCTA5 94014,221704258476556,70,94014,14949,48677,-122.4477376,+37.6906862,-122.4477376,+37.6906862,26480305.537243,29211.4326709814,0.00169096384252043,0.236745853999931
1414,5026333,5026381,14318,14269,B5,,,S,90303,Z5,G6350,90303,ZCTA5 90303,221704258471657,70,90303,7651,24490,-118.3311555,+33.9360043,-118.3326393,+33.9362911,7341549.51966309,14305.0182040757,0.000491525795268899,0.119801075413621
1415,420822,420822,0,0,B5,,,S,90822,Z5,G6350,90822,ZCTA5 90822,221704258472418,70,90822,0,54,-118.1186480,+33.7784357,-118.1186480,+33.7784357,610677.08380025,3120.85202941257,4.09610900078405E-05,0.0256113895493148
1416,21666154,21666154,3133,3133,B5,,,S,94025,Z5,G6350,94025,ZCTA5 94025,221704258476571,70,94025,17076,42354,-122.1829186,+37.4508524,-122.1823426,+37.4512520,34443296.7933167,58525.6166437706,0.00220655341900056,0.476958061780082
1417,28398312,28398312,0,0,B5,,,S,94021,Z5,G6350,94021,ZCTA5 94021,221704258476563,70,94021,94,171,-122.2496358,+37.2503449,-122.2496358,+37.2503449,44900633.8812776,51662.2991144245,0.00288417877573011,0.421972549513797
1418,207399594,207399594,35388,35388,B5,,,S,93510,Z5,G6350,93510,ZCTA5 93510,221704258476309,70,93510,2854,7591,-118.2108905,+34.4562491,-118.2276141,+34.4509057,305839381.736954,111070.389514371,0.0203503615591671,0.916059046904708
1419,41091778,41091778,61502,61502,B5,,,S,91350,Z5,G6350,91350,ZCTA5 91350,221704258472903,70,91350,13701,41514,-118.5028243,+34.4302818,-118.5027738,+34.4305995,60638456.4437325,60309.8457133884,0.00403610149965061,0.498639868424629
1420,128488317,128488317,273082,273082,B5,,,S,93437,Z5,G6350,93437,ZCTA5 93437,221704258476254,70,93437,999,3560,-120.5110545,+34.7604696,-120.5088770,+34.7606439,191227531.587291,83772.4801973284,0.0126776260844963,0.682870773221569
1421,218288627,218288627,96625,96625,B5,,,S,95993,Z5,G6350,95993,ZCTA5 95993,221704258477784,70,95993,12605,37783,-121.6879689,+39.0816511,-121.6801142,+39.0824967,362932965.807879,109719.075347811,0.0227344194390753,0.834416737963041
1422,64648931,64648931,93385,93385,B5,,,S,95442,Z5,G6350,95442,ZCTA5 95442,221704258477298,70,95442,1635,2955,-122.5154968,+38.3784364,-122.5164875,+38.3782179,105513909.184141,81076.3761329043,0.00667487206328587,0.653796005864399
1423,2337583,2338997,0,0,B5,,,S,92655,Z5,G6350,92655,ZCTA5 92655,221704258475770,70,92655,2607,8878,-117.9876019,+33.7460289,-117.9876019,+33.7460289,3389645.00957676,14089.1551941423,0.000227445991185959,0.116159832678446
1424,10464899,10464899,0,0,B5,,,S,92610,Z5,G6350,92610,ZCTA5 92610,221704258475713,70,92610,4552,12545,-117.6540797,+33.6833629,-117.6540797,+33.6833629,15152867.8815451,21231.8153489319,0.00101750303451809,0.175179476852988
1425,8907947,8908017,0,0,B5,,,S,92868,Z5,G6350,92868,ZCTA5 92868,221704258475935,70,92868,9133,27127,-117.8763428,+33.7879671,-117.8763428,+33.7879671,12929652.5335443,22712.7476597137,0.000867158283199387,0.186143299441759
1426,1824691,1824691,0,0,B5,,,S,94720,Z5,G6350,94720,ZCTA5 94720,221704258476881,70,94720,553,7478,-122.2521978,+37.8719571,-122.2521978,+37.8719571,2933153.00887922,17022.1980539269,0.000186844777999795,0.137247286987921
1427,5799107,5799107,33313,33313,B5,,,S,90502,Z5,G6350,90502,ZCTA5 90502,221704258471741,70,90502,6602,18977,-118.2929072,+33.8350240,-118.2920619,+33.8331813,8474829.71544478,16033.4755537452,0.000568072278838372,0.124354643998032
1428,44908500,44908500,1142486,1142486,B5,,,S,94561,Z5,G6350,94561,ZCTA5 94561,221704258476786,70,94561,13954,44545,-121.6917130,+37.9931219,-121.6912187,+37.9934851,74268410.7486478,47728.7479847428,0.00472318093216018,0.391645266099011
1429,2273702,2273702,29918,29918,B5,,,S,91203,Z5,G6350,91203,ZCTA5 91203,221704258472645,70,91203,8038,16930,-118.2635168,+34.1529081,-118.2629738,+34.1533375,3372192.54378287,9050.93296244958,0.000225195718030591,0.0761135022266941
1430,13601917,13601917,1508957,1508957,B5,,,S,94511,Z5,G6350,94511,ZCTA5 94511,221704258476693,70,94511,1244,2131,-121.6403960,+38.0288470,-121.6298509,+38.0281297,24393523.7821251,23756.8936807988,0.0015505769201809,0.194192179096965
1431,36459300,36459300,11692,11692,B5,,,S,94536,Z5,G6350,94536,ZCTA5 94536,221704258476730,70,94536,25564,73172,-121.9855605,+37.5707050,-121.9812503,+37.5705083,58155456.8612664,48131.6069188193,0.00371965681370057,0.38703084017128
1432,3320290,3320290,0,0,B5,,,S,94702,Z5,G6350,94702,ZCTA5 94702,221704258476869,70,94702,8202,17637,-122.2863481,+37.8663209,-122.2863481,+37.8663209,5336482.92503381,15085.071791901,0.000339965296461742,0.116800346380669
1433,20415777,20415777,246839,246839,B5,,,S,95148,Z5,G6350,95148,ZCTA5 95148,221704258477055,70,95148,11837,45819,-121.7814035,+37.3325470,-121.7816683,+37.3334292,32740540.0774722,33941.8507420746,0.00210078230338695,0.279893453737174
1434,539404,539404,498444,498444,B5,,,S,92662,Z5,G6350,92662,ZCTA5 92662,221704258475786,70,92662,2035,2490,-117.8921860,+33.6055047,-117.8923185,+33.6050860,1500073.0489265,5603.89792820767,0.00010081989671562,0.0480177690630553
1435,34764067,34764079,3583206,3583206,B5,,,S,94949,Z5,G6350,94949,ZCTA5 94949,221704258476923,70,94949,7413,17588,-122.5285421,+38.0660484,-122.5064097,+38.0600944,61966618.0515011,45978.8442295251,0.0039369150767925,0.369767186195918
1436,963202,963202,0,0,B5,,,S,92369,Z5,G6350,92369,ZCTA5 92369,2217026265990865,70,92369,0,1481,-117.2196639,+34.1394113,-117.2196639,+34.1394113,1409532.62518256,4842.15792030055,9.41439211601391E-05,0.0404953584839129
1437,2927402,2927402,0,0,B5,,,S,95613,Z5,G6350,95613,ZCTA5 95613,2217026265990869,70,95613,65,135,-120.8917116,+38.8126298,-120.8917116,+38.8126298,4828521.86651389,15679.3485137691,0.000303613182040863,0.126029706033212
1438,225627,225627,0,0,B5,,,S,94188,Z5,G6350,94188,ZCTA5 94188,2217026265990871,70,94188,1,3,-122.3809213,+37.7407097,-122.3809213,+37.7407097,361413.702697845,2579.56667725398,2.30633454521012E-05,0.0208609539125442
1439,59310300,59310300,0,0,B5,,,S,95073,Z5,G6350,95073,ZCTA5 95073,221704258477007,70,95073,4443,10549,-121.9317399,+37.0406799,-121.9317399,+37.0406799,93261571.2733565,62333.401032747,0.00600725736512686,0.505491364832347
1440,30382603,30382603,141310,141310,B5,,,S,91352,Z5,G6350,91352,ZCTA5 91352,221704258472923,70,91352,12994,47274,-118.3660143,+34.2318387,-118.3658560,+34.2308542,44765670.9058768,48827.9986603375,0.00298666057392438,0.409793095952473
1441,33934601,33934600,8746348,8746348,B5,,,S,94901,Z5,G6350,94901,ZCTA5 94901,221704258476892,70,94901,16734,43338,-122.4967907,+37.9800096,-122.5006058,+37.9807090,68809010.5633135,50746.6466133634,0.00437676594037839,0.414210515696971
1442,18453478,18453394,0,0,B5,,,S,92804,Z5,G6350,92804,ZCTA5 92804,221704258475880,70,92804,26017,86127,-117.9751929,+33.8180099,-117.9751929,+33.8180099,26803375.4361973,39079.1582285021,0.00179700195099031,0.327440786178401
1443,20977690,20977690,21964,21964,B5,,,S,91326,Z5,G6350,91326,ZCTA5 91326,221704258472799,70,91326,13557,38041,-118.5565637,+34.2802164,-118.5556973,+34.2817747,30832914.7848314,29246.5417317313,0.00205591948565598,0.242545314901558
1444,96404415,96404415,3550606,3550606,B5,,,S,94946,Z5,G6350,94946,ZCTA5 94946,221704258476920,70,94946,315,624,-122.6878344,+38.0717663,-122.6952645,+38.0747338,161545456.429896,80273.1286051999,0.0102626340599272,0.647553543402652
1445,2840834,2840834,0,0,B5,,,S,95019,Z5,G6350,95019,ZCTA5 95019,221704258476960,70,95019,1875,6603,-121.7844761,+36.9358526,-121.7844761,+36.9358526,4454832.2963745,15710.0338308975,0.00028734492161675,0.127188098794222
1446,12812393,12811960,261283,261283,B5,,,S,94904,Z5,G6350,94904,ZCTA5 94904,221704258476895,70,94904,5597,12718,-122.5526952,+37.9484349,-122.5517753,+37.9472249,21059044.8651645,39325.2921566145,0.00134008852273837,0.320477510121532
1447,7478860,7478860,0,0,B5,,,S,90037,Z5,G6350,90037,ZCTA5 90037,221704258469315,70,90037,18150,63706,-118.2875072,+34.0026603,-118.2875072,+34.0026603,10909657.5205868,14953.7042055479,0.000729842744704001,0.121855975622251
1448,668379794,668379796,189281,189281,B5,,,S,93230,Z5,G6350,93230,ZCTA5 93230,221704258476075,70,93230,23439,68412,-119.6251586,+36.2895924,-119.6226759,+36.2922297,1031140154.37157,225591.402333312,0.0670699924316978,1.80749057544051
1449,853682059,853351072,54150925,54150934,B5,,,S,96134,Z5,G6350,96134,ZCTA5 96134,221704258477958,70,96134,927,2028,-121.4120773,+41.8441992,-121.4449904,+41.8353646,1637069618.78995,339039.257799517,0.098413873906793,2.66580937349775
1450,225288493,225288493,2223421,2223421,B5,,,S,95485,Z5,G6350,95485,ZCTA5 95485,221704258477349,70,95485,1411,2671,-122.9258366,+39.2082559,-122.9257200,+39.2084696,379451585.014773,195532.052415992,0.0237264665911425,1.56984936082689
1451,390677746,390677746,862981,862981,B5,,,S,95971,Z5,G6350,95971,ZCTA5 95971,221704258477762,70,95971,2880,5672,-120.9160997,+39.9289338,-120.9244308,+39.9292284,666630618.750492,251375.30473256,0.0412522637197981,2.0107360729872
1452,241195050,241195050,15560,15560,B5,,,S,93647,Z5,G6350,93647,ZCTA5 93647,221704258476449,70,93647,2911,11143,-119.1777753,+36.5844962,-119.1754848,+36.6007599,374833331.757114,126474.372426016,0.0242884459580637,1.04531059817198
1453,9830226,9830226,165366,165366,B5,,,S,91731,Z5,G6350,91731,ZCTA5 91731,221704258473354,70,91731,8383,28197,-118.0404903,+34.0791547,-118.0434556,+34.0785730,14606976.8781599,27197.1768431732,0.00097630796562953,0.225701579975923
1454,3055752,3055752,0,0,B5,,,S,90005,Z5,G6350,90005,ZCTA5 90005,221704258467659,70,90005,18721,37987,-118.3089617,+34.0593736,-118.3089617,+34.0593736,4463434.3877908,26772.1732551353,0.000298398789027488,0.227403418831714
1455,21018149,21018149,1843213,1843213,B5,,,S,94577,Z5,G6350,94577,ZCTA5 94577,221704258476811,70,94577,18021,48868,-122.1679062,+37.7152469,-122.1692742,+37.7166592,36594963.8043251,45990.229774368,0.00233608562439258,0.374243593718654
1456,98479634,98479634,177192,177192,B5,,,S,95345,Z5,G6350,95345,ZCTA5 95345,221704258477189,70,95345,402,633,-119.9640769,+37.5878208,-119.9634598,+37.5908935,157386772.349231,85764.1643673067,0.0100642359261656,0.694256475897469
1457,20938085,20941236,316499,316499,B5,,,S,93110,Z5,G6350,93110,ZCTA5 93110,221704258476026,70,93110,6692,16317,-119.7666523,+34.4389027,-119.7678272,+34.4395004,31324534.8320509,34362.7054868949,0.00208474914825274,0.279808107276014
