ID,BUILDING_DEPARTMENT,TYPE,DEPARTMENT_NAME,AND_DEPARTMENT_NAME,MATCH_GCC,Notes,BD_STAFF_COUNT,BD_STAFF_POS,BD_STAFF_TOTAL_WAGES,EmployerPopulation,EmployerCounty
CIT.075,CHULA VISTA,CITY,Development Services,,Yes,,87,"Assistant Director Of Development Services, Assistant Engineer, Assistant Engineer, Assistant Planner, Associate Engineer, Associate Engineer, Associate Engineer, Associate Engineer, Associate Plan Check Engineer, Associate Plan Check Engineer, Associate Plan Check Engineer, Associate Plan Check Engineer, Associate Planner, Associate Planner, Associate Planner, Associate Planner, Associate Planner, Associate Planner, Building Inspection Manager, Building Inspector I, Building Inspector I, Building Inspector II, Building Inspector II, Building Inspector II, Building Inspector III, Building Inspector III, Building Official, Code Enforcement Manager, Code Enforcement Officer II, Code Enforcement Officer II, Code Enforcement Officer II, Code Enforcement Officer II, Code Enforcement Officer II, Code Enforcement Officer II, Code Enforcement Officer II, Code Enforcement Officer II, Code Enforcement Officer II, Code Enforcement Officer II, Dep Director Of Development Services, Development Automation Spec, Development Project Manager, Development Services Counter M, Development Services Tech I, Development Services Tech I, Development Services Tech I, Development Services Tech I, Development Services Tech I, Development Services Tech I, Development Services Tech II, Development Services Tech II, Development Services Tech II, Development Services Tech III, Development Services Tech III, Development Services Tech III, Director Of Development Services, Fac Finance Manager, Landscape Architect, Landscape Architect, Landscape Inspector, Landscape Planner I, Landscape Planner I, Landscape Planner II, Management Analyst II, Office Specialist, Plan Check Supervisor, Plan Check Technician, Planning Manager, Principal Civil Engineer, Principal Landscape Architect, Principal Management Analyst, Principal Planner, Principal Planner, Senior Admin Secretary, Senior Building Inspector, Senior Civil Engineer, Senior Civil Engineer, Senior Code Enforcement Officer, Senior Code Enforcement Officer, Senior Fiscal Office Specialist, Senior Landscape Inspector, Senior Office Specialist, Senior Planner, Senior Planner, Senior Planner, Senior Planner, Senior Planner, Transportation Engr W Lic",7954651.0,281401.0,San Diego
CIT.076,CITRUS HEIGHTS,CITY,Community Development,,Yes,,14,"Administrative Assistant, Administrative Assistant, Assistant Planner, Building Inspector I, Building Inspector I, Chief Building Official, Community Development Director, Customer Service Rep, Development Services Tech II, Development Services Tech II, Housing & Human Services Program Coordinator, Plans Examiner, Senior Building Inspector, Senior Planner",1067780.0,86280.0,Sacramento
CIT.077,CLAREMONT,CITY,Community Development,,Yes,,33,"Administrative Assistant, Administrative Assistant, Administrative Assistant, Administrative Assistant, Administrative Assistant (Part Time), Administrative Intern, Assistant Engineer, Assistant Planner, Assistant Planner, Associate Civil Engineer, Associate Civil Engineer, Associate Civil Engineer, Associate Civil Engineer, Building Official, Building Permit Technician, City Engineer, Community Development Director, Community Improvement Coordinator, Community Improvement Coordinator, Community Improvement Officer, Intern, Intern, Intern, Intern, Intern, Planning Aide, Principal Planner, Public Works Inspector, Senior Administrative Assistant, Senior Building Inspector, Senior Management Analyst, Senior Planner, Senior Planner",1901978.0,37299.0,Los Angeles
CIT.078,CLAYTON,CITY,Community Development,,Yes,Some plans required approval by the City of Concord and they can be submitted via Contra Costa County Building Division.,2,"Community Development Director, Planning Assistant",160554.0,10743.0,Contra Costa
CIT.079,CLEARLAKE,CITY,Planning,,Yes,,5,"Associate Planner, Chief Building Inspector/Plans Examiner, Community Development Specialist, Construction/Project Manager, Senior Planner",240972.0,16533.0,Lake
CIT.080,CLOVERDALE,CITY,,,Yes,,0,,,,
CIT.081,CLOVIS,CITY,Planning And Development,,Yes,,69,"Assistant Planner, Associate Planner, Building Inspector, Building Inspector, Building Inspector, Building Inspector, Building Inspector, Building Official, Business Workflow Analyst, Business Workflow Specialist, City Engineer, City Planner, City Surveyor, Civil Engineer, Civil Engineer, Civil Engineer, Civil Engineer, Civil Engineer, Civil Engineer, Clerical Technician, Construction Manager, Deputy Building Official/Plan Checker, Director Of Planning-Development, Engineer I, Engineer I, Engineer I, Engineer II, Engineer II, Engineer II, Engineer II, Engineer II, Engineer II, Engineering Inspector, Engineering Inspector, Engineering Inspector, Engineering Inspector, Engineering Inspector, Engineering Inspector, Engineering Program Manager, Engineering Technician, Engineering Technician, GIS Analyst, GIS Technician, GIS Technician, GIS Technician - CT, Management Analyst, Management Analyst, Permit Technician, Permit Technician, Planning Commissioner, Planning Commissioner, Planning Commissioner, Planning Commissioner, Planning Commissioner, Planning Technician I, Planning Technician II, Planning/Development Administration Manager, Plans Examiner, Plans Examiner, Plans Examiner, Principal Office Assistant, Senior Engineering Inspector, Senior Engineering Inspector, Senior Planner, Senior Planner, Senior Planner, Staff Analyst, Supervising Civil Engineer, Supervising Civil Engineer",6622396.0,129121.0,Fresno
CIT.082,COACHELLA,CITY,Development Services,,Yes,,1,Community Development Director,248640.0,44384.0,Riverside
CIT.083,COALINGA,CITY,Administration,,Caveat,Only 1 Building Inspector,1,,,,
CIT.084,COLFAX,CITY,,,Yes,,0,,,,
CIT.085,COLMA,CITY,,,Yes,Does not see GCC match; also google shows a Town,0,,,,
CIT.086,COLTON,CITY,Development Services-Building,Development Services-Planning,Yes,,14,"Building Inspector I, Building Official, Business License Officer, Office Specialist I, Administrative Assistant, Assistant Planner, Assistant Planner, Associate Planner, Development Services Director, Development Services Director, Planning Manager, Plans Examiner II, Senior Office Specialist, Senior Planner",1111238.0,53278.0,San Bernardino
CIT.087,COLUSA,CITY,,,Yes,,0,,,,
CIT.088,COMMERCE,CITY,Public Works,,Yes,See only a few staff (1 permit technician),24,"Account Clerk, Assistant Planner, Assistant Water Polo Coach, Deputy Dir Of P.W. Operations, Environmental Coordinator, Human Resources Assistant, Management Analyst, Office Specialist I, Office Specialist II, Office Specialist II, Park Maintenance Worker, Park Maintenance Worker, Park Maintenance Worker, Park Maintenance Worker, Park Maintenance Worker, Park Maintenance Worker, Park Maintenance Worker, Park Maintenance Worker, Park Maintenance Worker, Park Maintenance Worker, Park Maintenance Worker, Permit Technician, Senior Park Maint. Crew Leader, Senior Park Maintenance. Crew Leader",1795423.0,12146.0,Los Angeles
CIT.089,COMPTON,CITY,Building & Safety,,Yes,,9,"Building And Permit Technician, Building And Permit Technician, Building Inspector I, Building Inspector II, Building Inspector, Senior, Chief Building Official, Office Assistant III, Senior Administrative Analyst, Senior Administrative Analyst",717932.0,93692.0,Los Angeles
CIT.090,CONCORD,CITY,Community Development,,Yes,,72,"Administrative Analyst, Administrative Clerk II, Administrative Clerk II, Administrative Clerk II, Administrative Coordinator, Administrative Coordinator, Administrative Secretary, Administrative Secretary, Assistant Engineer, Assistant Planner, Associate Civil Engineer, Associate Civil Engineer, Associate Civil Engineer, Associate Civil Engineer, Associate Civil Engineer, Associate Civil Engineer, Associate Civil Engineer, Associate Civil Engineer, Associate Planner, Associate Planner, Boards And Commissions, Boards And Commissions, Boards And Commissions, Boards And Commissions, Boards And Commissions, Boards And Commissions, Boards And Commissions, Boards And Commissions, Boards And Commissions, Building Inspection Supervisor, Building Inspector, Building Inspector, Building Inspector, Building Inspector, Building Inspector, Chief Building Official, City Engineer, Community Reuse Area Planner, Construction Inspection Supervisor, Construction Inspector, Construction Inspector, Construction Inspector, Director Of Community Development, Director Of Community Development, Housing & Community Services M, Housing & Community Services M, Housing Program Analyst, Internship, Internship, Internship, Ltd Ser-Professional*, Ltd Ser-Professional*, Ltd Ser-Technician*, Permit Center Technician I, Permit Center Technician I, Permit Center Technician II, Permit Center Technician III, Permit Center Technician III, Permit Center Technician III, Plan Check Engineer, Plan Check Engineer, Planning Manager, Planning Technician, Principal Planner, Principal Planner, Senior Administrative Analyst, Senior Building Inspector, Senior Building Inspector, Senior Building Inspector, Senior Civil Engineer, Senior Civil Engineer, Senior Planner",6788056.0,122650.0,Contra Costa
CIT.091,CORCORAN,CITY,Community Development,,Yes,,6,"Assistant Building Official, Building Inspector I, Code Enforcement Officer, Community Development Director, Planner I, Planning Technician",338795.0,21612.0,Kings
CIT.092,CORNING,CITY,Building,,Yes,,1,Building Official,105012.0,8268.0,Tehama
CIT.093,CORONA,CITY,Planning And Development,,Yes,,63,"Administrative Assistant, Administrative Assistant, Assistant Engineer, Assistant Planner, Assistant Planner, Assistant Planner, Assistant Planner, Associate Engineer, Associate Engineer, Associate Engineer, Associate Engineer, Associate Engineer, Associate Engineer, Building Inspection Supervisor, Building Inspector II Flex, Building Inspector II Flex, Building Inspector II Flex, Building Inspector II Flex, Building Inspector II Flex, Building Official, Building Permit Technician I Flex, Building Permit Technician I Flex, Building Permit Technician I Flex, Building Permit Technician II Flex, Building Permit Technician II Flex, Building Permit Technician II Flex, Building Permit Technician II Flex, Code Compliance Inspector I Flex, Code Compliance Inspector I Flex, Code Compliance Inspector I Flex, Code Compliance Inspector I Flex, Code Compliance Inspector I Flex, Code Compliance Inspector I Flex, Code Compliance Inspector I Flex, Code Compliance Inspector I Flex, Code Compliance Inspector II Flex, Code Compliance Supervisor, Combination Plans Examiner, Construction Manager, Development Services Manager, Executive Assistant, Extra Help, Lead Public Works Inspector, Plan Check Manager, Planning & Development Director, Planning Manager, Planning Technician, Planning Technician, Planning Technician, Public Works Permit Technician II Flex, Public Works Permit Technician II Flex, Public Works Permit Technician II Flex, Senior Administrative Assistant, Senior Building Permit Technician, Senior Code Compliance Inspector, Senior Code Compliance Inspector, Senior Engineer, Senior Engineer, Senior Planner, Senior Planner, Senior Public Works Inspector, Senior Public Works Inspector, Senior Public Works Permit Technician",4551136.0,159157.0,Riverside
CIT.094,CORONADO,CITY,Community Development,,Yes,,14,"Assistant Planner, Assistant Planner, Associate Planner, Associate Planner, Building Inspector I, Building Inspector II, Building Official, Community Development Technician, Community Development Technician, Community Development Technician, Department Administrative Coordinator, Director Of Comm Develop, Redevelopment/Housing Services, Principal Planner, Senior Planner",1325507.0,22610.0,San Diego
CIT.095,COSTA MESA,CITY,Development Services,,Yes,,58,"Administrative Assistant, Administrative Assistant-Temp, Assistant Planner, Assistant Planner, Assistant Planner, Assistant Planner, Associate Planner, Associate Planner, Asst Dev Services Dir - Temp, Asst Dev Services Director, Building Inspector I, Building Inspector I, Building Inspector II, Building Inspector II, Building Official, Building Technician II, Building Technician II, Building Technician II, Building Technician II, Chief Of Code Enforcement, Chief Of Inspection, Chief Plans Examiner, Code Enforcement Officer, Code Enforcement Officer, Code Enforcement Officer, Code Enforcement Officer, Code Enforcement Officer, Code Enforcement Officer, Code Enforcement Officer, Code Enforcement Officer, Code Enforcement Officer, Code Enforcement Officer, Code Enforcement Officer, Code Enforcement Officer II, Community Improvement Manager, Econ & Development Services Dir, Econ & Development Services Dir, Economic Development Administrator, Executive Assistant, Grant Administrator, Management Analyst, Permit Processing Specialist, Permit Processing Specialist, Permit Processing Specialist, Plan Check Engineer, Plan Check Engineer, Plan Check Engineer, Planning & Sustainable Dev Manager, Planning & Sustainable Dev Manager, Principal Planner, Principal Planner, Senior Combo Building Inspector, Senior Management Analyst, Senior Management Analyst, Senior Planner, Senior Planner, Senior Planner, Zoning Administrator- Temp",6300987.0,110321.0,Orange
